"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-32B-low-format - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-32B-low-format - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-14B-low-format - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-14B-low-format - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-4B-low-format - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-4B-low-format - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-32B - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-32B - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-14B - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-14B - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-4B - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-4B - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-0.6B - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-0.6B - train/rewards/reward_perfect_solution/mean__MAX"
"2.6","","","","","","","8514","8514","8514","0.2","0.2","0.2","17029","17029","17029","0","0","0","17029","17029","17029","0.1","0.1","0.1","","","","","","","8514","8514","8514","0.0625","0.0625","0.0625","17029","17029","17029","0.025","0.025","0.025","17029","17029","17029","0","0","0"
"2.62","","","","","","","","","","","","","17160","17160","17160","0.05","0.05","0.05","17160","17160","17160","0.025","0.025","0.025","","","","","","","","","","","","","17160","17160","17160","0","0","0","17160","17160","17160","0","0","0"
"2.64","","","","","","","8645","8645","8645","0.0375","0.0375","0.0375","17291","17291","17291","0","0","0","17291","17291","17291","0.05","0.05","0.05","","","","","","","8645","8645","8645","0.0125","0.0125","0.0125","17291","17291","17291","0","0","0","17291","17291","17291","0","0","0"
"2.6467065868263475","5763","5763","5763","0.07500000223517418","0.07500000223517418","0.07500000223517418","","","","","","","","","","","","","","","","","","","5763","5763","5763","0.06666666865348816","0.06666666865348816","0.06666666865348816","","","","","","","","","","","","","","","","","",""
"2.66","","","","","","","","","","","","","17422","17422","17422","0","0","0","17422","17422","17422","0.05","0.05","0.05","","","","","","","","","","","","","17422","17422","17422","0","0","0","17422","17422","17422","0","0","0"
"2.68","","","","","","","8776","8776","8776","0.075","0.075","0.075","17553","17553","17553","0","0","0","17553","17553","17553","0.025","0.025","0.025","","","","","","","8776","8776","8776","0","0","0","17553","17553","17553","0","0","0","17553","17553","17553","0","0","0"
"2.7","","","","","","","","","","","","","17684","17684","17684","0.075","0.075","0.075","17684","17684","17684","0.025","0.025","0.025","","","","","","","","","","","","","17684","17684","17684","0.05","0.05","0.05","17684","17684","17684","0.05","0.05","0.05"
"2.7065868263473054","5894","5894","5894","0.08333333432674409","0.08333333432674409","0.08333333432674409","","","","","","","","","","","","","","","","","","","5894","5894","5894","0.03333333432674408","0.03333333432674408","0.03333333432674408","","","","","","","","","","","","","","","","","",""
"2.7199999999999998","","","","","","","8907","8907","8907","0.1","0.1","0.1","17815","17815","17815","0","0","0","17815","17815","17815","0.175","0.175","0.175","","","","","","","8907","8907","8907","0.1125","0.1125","0.1125","17815","17815","17815","0.025","0.025","0.025","17815","17815","17815","0","0","0"
"2.74","","","","","","","","","","","","","17946","17946","17946","0.1","0.1","0.1","17946","17946","17946","0.1","0.1","0.1","","","","","","","","","","","","","17946","17946","17946","0.1","0.1","0.1","17946","17946","17946","0.075","0.075","0.075"
"2.76","","","","","","","9038","9038","9038","0.25","0.25","0.25","18077","18077","18077","0.15","0.15","0.15","18077","18077","18077","0.3","0.3","0.3","","","","","","","9038","9038","9038","0.25","0.25","0.25","18077","18077","18077","0.325","0.325","0.325","18077","18077","18077","0.25","0.25","0.25"
"2.7664670658682633","6025","6025","6025","0.26666666865348815","0.26666666865348815","0.26666666865348815","","","","","","","","","","","","","","","","","","","6025","6025","6025","0.20833333432674409","0.20833333432674409","0.20833333432674409","","","","","","","","","","","","","","","","","",""
"2.7800000000000002","","","","","","","","","","","","","18208","18208","18208","0.1","0.1","0.1","18208","18208","18208","0.125","0.125","0.125","","","","","","","","","","","","","18208","18208","18208","0.1","0.1","0.1","18208","18208","18208","0.125","0.125","0.125"
"2.8","","","","","","","9169","9169","9169","0.2","0.2","0.2","18339","18339","18339","0","0","0","18339","18339","18339","0.05","0.05","0.05","","","","","","","9169","9169","9169","0.125","0.125","0.125","18339","18339","18339","0.025","0.025","0.025","18339","18339","18339","0","0","0"
"2.82","","","","","","","","","","","","","18470","18470","18470","0.1","0.1","0.1","18470","18470","18470","0.225","0.225","0.225","","","","","","","","","","","","","18470","18470","18470","0.1","0.1","0.1","18470","18470","18470","0.1","0.1","0.1"
"2.8263473053892216","6156","6156","6156","0.16666667014360428","0.16666667014360428","0.16666667014360428","","","","","","","","","","","","","","","","","","","6156","6156","6156","0.1416666701436043","0.1416666701436043","0.1416666701436043","","","","","","","","","","","","","","","","","",""
"2.84","","","","","","","9300","9300","9300","0.1125","0.1125","0.1125","18601","18601","18601","0.025","0.025","0.025","18601","18601","18601","0.075","0.075","0.075","","","","","","","9300","9300","9300","0.1125","0.1125","0.1125","18601","18601","18601","0","0","0","18601","18601","18601","0","0","0"
"2.86","","","","","","","","","","","","","18732","18732","18732","0","0","0","18732","18732","18732","0.075","0.075","0.075","","","","","","","","","","","","","18732","18732","18732","0","0","0","18732","18732","18732","0","0","0"
"2.88","","","","","","","9431","9431","9431","0.0125","0.0125","0.0125","18863","18863","18863","0","0","0","18863","18863","18863","0.05","0.05","0.05","","","","","","","9431","9431","9431","0","0","0","18863","18863","18863","0","0","0","18863","18863","18863","0","0","0"
"2.8862275449101795","6287","6287","6287","0.07500000074505805","0.07500000074505805","0.07500000074505805","","","","","","","","","","","","","","","","","","","6287","6287","6287","0.05000000149011612","0.05000000149011612","0.05000000149011612","","","","","","","","","","","","","","","","","",""
"2.9","","","","","","","","","","","","","18994","18994","18994","0.1","0.1","0.1","18994","18994","18994","0.15","0.15","0.15","","","","","","","","","","","","","18994","18994","18994","0.1","0.1","0.1","18994","18994","18994","0.1","0.1","0.1"
"2.92","","","","","","","9562","9562","9562","0.1625","0.1625","0.1625","19125","19125","19125","0.1","0.1","0.1","19125","19125","19125","0.125","0.125","0.125","","","","","","","9562","9562","9562","0.15","0.15","0.15","19125","19125","19125","0.1","0.1","0.1","19125","19125","19125","0.1","0.1","0.1"
"2.94","","","","","","","","","","","","","19256","19256","19256","0","0","0","19256","19256","19256","0","0","0","","","","","","","","","","","","","19256","19256","19256","0","0","0","19256","19256","19256","0","0","0"
"2.946107784431138","6418","6418","6418","0.0916666679084301","0.0916666679084301","0.0916666679084301","","","","","","","","","","","","","","","","","","","6418","6418","6418","0.11666666716337204","0.11666666716337204","0.11666666716337204","","","","","","","","","","","","","","","","","",""
"2.96","","","","","","","9693","9693","9693","0.0125","0.0125","0.0125","19387","19387","19387","0","0","0","19387","19387","19387","0","0","0","","","","","","","9693","9693","9693","0","0","0","19387","19387","19387","0","0","0","19387","19387","19387","0","0","0"
"2.98","","","","","","","","","","","","","19518","19518","19518","0","0","0","19518","19518","19518","0.05","0.05","0.05","","","","","","","","","","","","","19518","19518","19518","0","0","0","19518","19518","19518","0","0","0"
"3","","","","","","","9824","9824","9824","0.075","0.075","0.075","19649","19649","19649","0","0","0","19649","19649","19649","0.075","0.075","0.075","","","","","","","9824","9824","9824","0.025","0.025","0.025","19649","19649","19649","0.075","0.075","0.075","19649","19649","19649","0.05","0.05","0.05"
"3.0119760479041915","6549","6549","6549","0.08333333358168601","0.08333333358168601","0.08333333358168601","","","","","","","","","","","","","","","","","","","6549","6549","6549","0.03333333432674408","0.03333333432674408","0.03333333432674408","","","","","","","","","","","","","","","","","",""
"3.02","","","","","","","","","","","","","19780","19780","19780","0.025","0.025","0.025","19780","19780","19780","0.075","0.075","0.075","","","","","","","","","","","","","19780","19780","19780","0.025","0.025","0.025","19780","19780","19780","0.05","0.05","0.05"
"3.04","","","","","","","9955","9955","9955","0.075","0.075","0.075","19911","19911","19911","0","0","0","19911","19911","19911","0","0","0","","","","","","","9955","9955","9955","0.0375","0.0375","0.0375","19911","19911","19911","0","0","0","19911","19911","19911","0","0","0"
"3.06","","","","","","","","","","","","","20042","20042","20042","0.05","0.05","0.05","20042","20042","20042","0.1","0.1","0.1","","","","","","","","","","","","","20042","20042","20042","0","0","0","20042","20042","20042","0.1","0.1","0.1"
"3.07185628742515","6680","6680","6680","0.1500000037252903","0.1500000037252903","0.1500000037252903","","","","","","","","","","","","","","","","","","","6680","6680","6680","0.15833333283662795","0.15833333283662795","0.15833333283662795","","","","","","","","","","","","","","","","","",""
"3.08","","","","","","","10086","10086","10086","0.1875","0.1875","0.1875","20173","20173","20173","0","0","0","20173","20173","20173","0.05","0.05","0.05","","","","","","","10086","10086","10086","0.075","0.075","0.075","20173","20173","20173","0","0","0","20173","20173","20173","0","0","0"
"3.1","","","","","","","","","","","","","20304","20304","20304","0.1","0.1","0.1","20304","20304","20304","0.1","0.1","0.1","","","","","","","","","","","","","20304","20304","20304","0.1","0.1","0.1","20304","20304","20304","0.1","0.1","0.1"
"3.12","","","","","","","10217","10217","10217","0.175","0.175","0.175","20435","20435","20435","0.1","0.1","0.1","20435","20435","20435","0.175","0.175","0.175","","","","","","","10217","10217","10217","0.1125","0.1125","0.1125","20435","20435","20435","0.1","0.1","0.1","20435","20435","20435","0.1","0.1","0.1"
"3.1317365269461077","6811","6811","6811","0.19999999925494194","0.19999999925494194","0.19999999925494194","","","","","","","","","","","","","","","","","","","6811","6811","6811","0.17500000149011613","0.17500000149011613","0.17500000149011613","","","","","","","","","","","","","","","","","",""
"3.14","","","","","","","","","","","","","20566","20566","20566","0","0","0","20566","20566","20566","0.05","0.05","0.05","","","","","","","","","","","","","20566","20566","20566","0.075","0.075","0.075","20566","20566","20566","0","0","0"
"3.16","","","","","","","10348","10348","10348","0.2125","0.2125","0.2125","20697","20697","20697","0.075","0.075","0.075","20697","20697","20697","0.075","0.075","0.075","","","","","","","10348","10348","10348","0.175","0.175","0.175","20697","20697","20697","0.15","0.15","0.15","20697","20697","20697","0.1","0.1","0.1"
"3.18","","","","","","","","","","","","","20828","20828","20828","0","0","0","20828","20828","20828","0","0","0","","","","","","","","","","","","","20828","20828","20828","0","0","0","20828","20828","20828","0","0","0"
"3.191616766467066","6942","6942","6942","0.09166666939854622","0.09166666939854622","0.09166666939854622","","","","","","","","","","","","","","","","","","","6942","6942","6942","0.1166666679084301","0.1166666679084301","0.1166666679084301","","","","","","","","","","","","","","","","","",""
"3.2","","","","","","","10479","10479","10479","0.05","0.05","0.05","20959","20959","20959","0","0","0","20959","20959","20959","0.075","0.075","0.075","","","","","","","10479","10479","10479","0.05","0.05","0.05","20959","20959","20959","0.05","0.05","0.05","20959","20959","20959","0","0","0"
"3.22","","","","","","","","","","","","","21090","21090","21090","0","0","0","21090","21090","21090","0.025","0.025","0.025","","","","","","","","","","","","","21090","21090","21090","0","0","0","21090","21090","21090","0","0","0"
"3.24","","","","","","","10610","10610","10610","0.1625","0.1625","0.1625","21221","21221","21221","0.075","0.075","0.075","21221","21221","21221","0.1","0.1","0.1","","","","","","","10610","10610","10610","0.075","0.075","0.075","21221","21221","21221","0.075","0.075","0.075","21221","21221","21221","0.075","0.075","0.075"
"3.251497005988024","7073","7073","7073","0.10000000298023223","0.10000000298023223","0.10000000298023223","","","","","","","","","","","","","","","","","","","7073","7073","7073","0.05833333283662796","0.05833333283662796","0.05833333283662796","","","","","","","","","","","","","","","","","",""
"3.26","","","","","","","","","","","","","21352","21352","21352","0","0","0","21352","21352","21352","0","0","0","","","","","","","","","","","","","21352","21352","21352","0","0","0","21352","21352","21352","0","0","0"
"3.2800000000000002","","","","","","","10741","10741","10741","0.15","0.15","0.15","21483","21483","21483","0.1","0.1","0.1","21483","21483","21483","0.075","0.075","0.075","","","","","","","10741","10741","10741","0.075","0.075","0.075","21483","21483","21483","0.1","0.1","0.1","21483","21483","21483","0.1","0.1","0.1"
"3.3","","","","","","","","","","","","","21614","21614","21614","0.15","0.15","0.15","21614","21614","21614","0.225","0.225","0.225","","","","","","","","","","","","","21614","21614","21614","0.1","0.1","0.1","21614","21614","21614","0.15","0.15","0.15"
"3.3113772455089823","7204","7204","7204","0.14166666865348815","0.14166666865348815","0.14166666865348815","","","","","","","","","","","","","","","","","","","7204","7204","7204","0.13333333656191826","0.13333333656191826","0.13333333656191826","","","","","","","","","","","","","","","","","",""
"3.32","","","","","","","10872","10872","10872","0.1125","0.1125","0.1125","21745","21745","21745","0","0","0","21745","21745","21745","0","0","0","","","","","","","10872","10872","10872","0.1","0.1","0.1","21745","21745","21745","0","0","0","21745","21745","21745","0","0","0"
"3.34","","","","","","","","","","","","","21876","21876","21876","0","0","0","21876","21876","21876","0","0","0","","","","","","","","","","","","","21876","21876","21876","0","0","0","21876","21876","21876","0","0","0"
"3.36","","","","","","","11003","11003","11003","0.0625","0.0625","0.0625","22007","22007","22007","0.075","0.075","0.075","22007","22007","22007","0.1","0.1","0.1","","","","","","","11003","11003","11003","0.05","0.05","0.05","22007","22007","22007","0.1","0.1","0.1","22007","22007","22007","0.1","0.1","0.1"
"3.37125748502994","7335","7335","7335","0.12500000298023223","0.12500000298023223","0.12500000298023223","","","","","","","","","","","","","","","","","","","7335","7335","7335","0.0916666679084301","0.0916666679084301","0.0916666679084301","","","","","","","","","","","","","","","","","",""
"3.38","","","","","","","","","","","","","22138","22138","22138","0.15","0.15","0.15","22138","22138","22138","0.2","0.2","0.2","","","","","","","","","","","","","22138","22138","22138","0.2","0.2","0.2","22138","22138","22138","0.2","0.2","0.2"
"3.4","","","","","","","11134","11134","11134","0.1625","0.1625","0.1625","22269","22269","22269","0","0","0","22269","22269","22269","0.025","0.025","0.025","","","","","","","11134","11134","11134","0.1","0.1","0.1","22269","22269","22269","0","0","0","22269","22269","22269","0","0","0"
"3.42","","","","","","","","","","","","","22400","22400","22400","0.1","0.1","0.1","22400","22400","22400","0.125","0.125","0.125","","","","","","","","","","","","","22400","22400","22400","0.1","0.1","0.1","22400","22400","22400","0.1","0.1","0.1"
"3.431137724550898","7466","7466","7466","0.125","0.125","0.125","","","","","","","","","","","","","","","","","","","7466","7466","7466","0.06666666716337204","0.06666666716337204","0.06666666716337204","","","","","","","","","","","","","","","","","",""
"3.44","","","","","","","11265","11265","11265","0.1","0.1","0.1","22531","22531","22531","0","0","0","22531","22531","22531","0","0","0","","","","","","","11265","11265","11265","0.0625","0.0625","0.0625","22531","22531","22531","0","0","0","22531","22531","22531","0","0","0"
"3.46","","","","","","","","","","","","","22662","22662","22662","0","0","0","22662","22662","22662","0.175","0.175","0.175","","","","","","","","","","","","","22662","22662","22662","0.025","0.025","0.025","22662","22662","22662","0","0","0"
"3.48","","","","","","","11396","11396","11396","0.125","0.125","0.125","22793","22793","22793","0.05","0.05","0.05","22793","22793","22793","0.1","0.1","0.1","","","","","","","11396","11396","11396","0.0625","0.0625","0.0625","22793","22793","22793","0.1","0.1","0.1","22793","22793","22793","0.025","0.025","0.025"
"3.4910179640718564","7597","7597","7597","0.1083333358168602","0.1083333358168602","0.1083333358168602","","","","","","","","","","","","","","","","","","","7597","7597","7597","0.0833333358168602","0.0833333358168602","0.0833333358168602","","","","","","","","","","","","","","","","","",""
"3.5","","","","","","","","","","","","","22924","22924","22924","0","0","0","22924","22924","22924","0","0","0","","","","","","","","","","","","","22924","22924","22924","0.025","0.025","0.025","22924","22924","22924","0","0","0"
"3.52","","","","","","","11527","11527","11527","0.0625","0.0625","0.0625","23055","23055","23055","0","0","0","23055","23055","23055","0.025","0.025","0.025","","","","","","","11527","11527","11527","0.0125","0.0125","0.0125","23055","23055","23055","0","0","0","23055","23055","23055","0","0","0"
"3.54","","","","","","","","","","","","","23186","23186","23186","0","0","0","23186","23186","23186","0.1","0.1","0.1","","","","","","","","","","","","","23186","23186","23186","0","0","0","23186","23186","23186","0","0","0"
"3.5508982035928143","7728","7728","7728","0.10000000298023223","0.10000000298023223","0.10000000298023223","","","","","","","","","","","","","","","","","","","7728","7728","7728","0.0666666679084301","0.0666666679084301","0.0666666679084301","","","","","","","","","","","","","","","","","",""
"3.56","","","","","","","11658","11658","11658","0.1125","0.1125","0.1125","23317","23317","23317","0","0","0","23317","23317","23317","0","0","0","","","","","","","11658","11658","11658","0.0375","0.0375","0.0375","23317","23317","23317","0","0","0","23317","23317","23317","0","0","0"
"3.58","","","","","","","","","","","","","23448","23448","23448","0","0","0","23448","23448","23448","0.05","0.05","0.05","","","","","","","","","","","","","23448","23448","23448","0.05","0.05","0.05","23448","23448","23448","0","0","0"
"3.6","","","","","","","11789","11789","11789","0.025","0.025","0.025","23579","23579","23579","0","0","0","23579","23579","23579","0","0","0","","","","","","","11789","11789","11789","0.0375","0.0375","0.0375","23579","23579","23579","0.025","0.025","0.025","23579","23579","23579","0","0","0"
"3.6107784431137726","7859","7859","7859","0.08333333358168601","0.08333333358168601","0.08333333358168601","","","","","","","","","","","","","","","","","","","7859","7859","7859","0.0416666679084301","0.0416666679084301","0.0416666679084301","","","","","","","","","","","","","","","","","",""
"3.62","","","","","","","","","","","","","23710","23710","23710","0.1","0.1","0.1","23710","23710","23710","0.1","0.1","0.1","","","","","","","","","","","","","23710","23710","23710","0.075","0.075","0.075","23710","23710","23710","0.1","0.1","0.1"
"3.64","","","","","","","11920","11920","11920","0.0875","0.0875","0.0875","23841","23841","23841","0","0","0","23841","23841","23841","0.025","0.025","0.025","","","","","","","11920","11920","11920","0.0625","0.0625","0.0625","23841","23841","23841","0","0","0","23841","23841","23841","0","0","0"
"3.66","","","","","","","","","","","","","23972","23972","23972","0","0","0","23972","23972","23972","0.125","0.125","0.125","","","","","","","","","","","","","23972","23972","23972","0.1","0.1","0.1","23972","23972","23972","0.05","0.05","0.05"
"3.6706586826347305","7990","7990","7990","0.12500000298023223","0.12500000298023223","0.12500000298023223","","","","","","","","","","","","","","","","","","","7990","7990","7990","0.0916666679084301","0.0916666679084301","0.0916666679084301","","","","","","","","","","","","","","","","","",""
"3.68","","","","","","","12051","12051","12051","0.1","0.1","0.1","24103","24103","24103","0.1","0.1","0.1","24103","24103","24103","0.1","0.1","0.1","","","","","","","12051","12051","12051","0.1125","0.1125","0.1125","24103","24103","24103","0.1","0.1","0.1","24103","24103","24103","0.1","0.1","0.1"
"3.7","","","","","","","","","","","","","24234","24234","24234","0.125","0.125","0.125","24234","24234","24234","0.4","0.4","0.4","","","","","","","","","","","","","24234","24234","24234","0.125","0.125","0.125","24234","24234","24234","0.1","0.1","0.1"
"3.7199999999999998","","","","","","","12182","12182","12182","0.2125","0.2125","0.2125","24365","24365","24365","0","0","0","24365","24365","24365","0.05","0.05","0.05","","","","","","","12182","12182","12182","0.15","0.15","0.15","24365","24365","24365","0.075","0.075","0.075","24365","24365","24365","0","0","0"
"3.730538922155689","8121","8121","8121","0.1833333358168602","0.1833333358168602","0.1833333358168602","","","","","","","","","","","","","","","","","","","8121","8121","8121","0.16666666865348817","0.16666666865348817","0.16666666865348817","","","","","","","","","","","","","","","","","",""
"3.74","","","","","","","","","","","","","24496","24496","24496","0","0","0","24496","24496","24496","0.175","0.175","0.175","","","","","","","","","","","","","24496","24496","24496","0.025","0.025","0.025","24496","24496","24496","0.025","0.025","0.025"
"3.76","","","","","","","12313","12313","12313","0.075","0.075","0.075","24627","24627","24627","0","0","0","24627","24627","24627","0.05","0.05","0.05","","","","","","","12313","12313","12313","0.0875","0.0875","0.0875","24627","24627","24627","0","0","0","24627","24627","24627","0","0","0"
"3.7800000000000002","","","","","","","","","","","","","24758","24758","24758","0.025","0.025","0.025","24758","24758","24758","0.025","0.025","0.025","","","","","","","","","","","","","24758","24758","24758","0","0","0","24758","24758","24758","0.025","0.025","0.025"
"3.7904191616766467","8252","8252","8252","0.09166666865348816","0.09166666865348816","0.09166666865348816","","","","","","","","","","","","","","","","","","","8252","8252","8252","0.05833333432674408","0.05833333432674408","0.05833333432674408","","","","","","","","","","","","","","","","","",""
"3.8","","","","","","","12444","12444","12444","0.2","0.2","0.2","24889","24889","24889","0.075","0.075","0.075","24889","24889","24889","0.075","0.075","0.075","","","","","","","12444","12444","12444","0.0625","0.0625","0.0625","24889","24889","24889","0.05","0.05","0.05","24889","24889","24889","0.05","0.05","0.05"
"3.82","","","","","","","","","","","","","25020","25020","25020","0","0","0","25020","25020","25020","0.125","0.125","0.125","","","","","","","","","","","","","25020","25020","25020","0.025","0.025","0.025","25020","25020","25020","0","0","0"
"3.84","","","","","","","12575","12575","12575","0.0875","0.0875","0.0875","25151","25151","25151","0","0","0","25151","25151","25151","0","0","0","","","","","","","12575","12575","12575","0.0375","0.0375","0.0375","25151","25151","25151","0","0","0","25151","25151","25151","0","0","0"
"3.8502994011976046","8383","8383","8383","0.1833333343267441","0.1833333343267441","0.1833333343267441","","","","","","","","","","","","","","","","","","","8383","8383","8383","0.10000000074505806","0.10000000074505806","0.10000000074505806","","","","","","","","","","","","","","","","","",""
"3.86","","","","","","","","","","","","","25282","25282","25282","0","0","0","25282","25282","25282","0.05","0.05","0.05","","","","","","","","","","","","","25282","25282","25282","0","0","0","25282","25282","25282","0","0","0"
"3.88","","","","","","","12706","12706","12706","0.125","0.125","0.125","25413","25413","25413","0","0","0","25413","25413","25413","0","0","0","","","","","","","12706","12706","12706","0.0625","0.0625","0.0625","25413","25413","25413","0","0","0","25413","25413","25413","0","0","0"
"3.9","","","","","","","","","","","","","25544","25544","25544","0","0","0","25544","25544","25544","0.025","0.025","0.025","","","","","","","","","","","","","25544","25544","25544","0","0","0","25544","25544","25544","0","0","0"
"3.910179640718563","8514","8514","8514","0.01666666716337204","0.01666666716337204","0.01666666716337204","","","","","","","","","","","","","","","","","","","8514","8514","8514","0.03333333358168602","0.03333333358168602","0.03333333358168602","","","","","","","","","","","","","","","","","",""
"3.92","","","","","","","12837","12837","12837","0.125","0.125","0.125","25675","25675","25675","0","0","0","25675","25675","25675","0.1","0.1","0.1","","","","","","","12837","12837","12837","0.0125","0.0125","0.0125","25675","25675","25675","0","0","0","25675","25675","25675","0","0","0"
"3.94","","","","","","","","","","","","","25806","25806","25806","0","0","0","25806","25806","25806","0.05","0.05","0.05","","","","","","","","","","","","","25806","25806","25806","0","0","0","25806","25806","25806","0.025","0.025","0.025"
"3.96","","","","","","","12968","12968","12968","0.05","0.05","0.05","25937","25937","25937","0","0","0","25937","25937","25937","0.075","0.075","0.075","","","","","","","12968","12968","12968","0.025","0.025","0.025","25937","25937","25937","0","0","0","25937","25937","25937","0","0","0"
"3.970059880239521","8645","8645","8645","0.09166666865348816","0.09166666865348816","0.09166666865348816","","","","","","","","","","","","","","","","","","","8645","8645","8645","0.0416666679084301","0.0416666679084301","0.0416666679084301","","","","","","","","","","","","","","","","","",""
"3.98","","","","","","","","","","","","","26068","26068","26068","0","0","0","26068","26068","26068","0.125","0.125","0.125","","","","","","","","","","","","","26068","26068","26068","0","0","0","26068","26068","26068","0","0","0"
"3.9940119760479043","8698","8698","8698","0.4166666641831398","0.4166666641831398","0.4166666641831398","","","","","","","","","","","","","","","","","","","8698","8698","8698","0.2708333395421505","0.2708333395421505","0.2708333395421505","","","","","","","","","","","","","","","","","",""
"4","","","","","","","13099","13099","13099","0.2","0.2","0.2","26199","26199","26199","0.1","0.1","0.1","26199","26199","26199","0.275","0.275","0.275","","","","","","","13099","13099","13099","0.1375","0.1375","0.1375","26199","26199","26199","0.15","0.15","0.15","26199","26199","26199","0.1","0.1","0.1"
