"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-32B-low-format - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-32B-low-format - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-14B-low-format - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-14B-low-format - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-4B-low-format - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-4B-low-format - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-32B - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-32B - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-14B - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-14B - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-4B - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-4B - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-0.6B - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-0.6B - train/rewards/reward_no_rule_crossing/mean__MAX"
"2.2800000000000002","","","","","","","7466","7466","7466","0.875","0.875","0.875","14933","14933","14933","0.775","0.775","0.775","14933","14933","14933","0.85","0.85","0.85","","","","","","","7466","7466","7466","0.8875","0.8875","0.8875","14933","14933","14933","0.975","0.975","0.975","14933","14933","14933","0.85","0.85","0.85"
"2.287425149700599","4977","4977","4977","0.8583333313465118","0.8583333313465118","0.8583333313465118","","","","","","","","","","","","","","","","","","","4977","4977","4977","0.6416666746139527","0.6416666746139527","0.6416666746139527","","","","","","","","","","","","","","","","","",""
"2.3","","","","","","","","","","","","","15064","15064","15064","0.825","0.825","0.825","15064","15064","15064","0.95","0.95","0.95","","","","","","","","","","","","","15064","15064","15064","0.95","0.95","0.95","15064","15064","15064","0.775","0.775","0.775"
"2.32","","","","","","","7597","7597","7597","0.825","0.825","0.825","15195","15195","15195","0.775","0.775","0.775","15195","15195","15195","0.825","0.825","0.825","","","","","","","7597","7597","7597","0.8375","0.8375","0.8375","15195","15195","15195","0.95","0.95","0.95","15195","15195","15195","0.675","0.675","0.675"
"2.34","","","","","","","","","","","","","15326","15326","15326","0.925","0.925","0.925","15326","15326","15326","0.925","0.925","0.925","","","","","","","","","","","","","15326","15326","15326","0.975","0.975","0.975","15326","15326","15326","0.825","0.825","0.825"
"2.3473053892215567","5108","5108","5108","0.8416666626930237","0.8416666626930237","0.8416666626930237","","","","","","","","","","","","","","","","","","","5108","5108","5108","0.65","0.65","0.65","","","","","","","","","","","","","","","","","",""
"2.36","","","","","","","7728","7728","7728","0.8875","0.8875","0.8875","15457","15457","15457","0.675","0.675","0.675","15457","15457","15457","0.9","0.9","0.9","","","","","","","7728","7728","7728","0.9625","0.9625","0.9625","15457","15457","15457","0.925","0.925","0.925","15457","15457","15457","0.75","0.75","0.75"
"2.38","","","","","","","","","","","","","15588","15588","15588","0.65","0.65","0.65","15588","15588","15588","0.95","0.95","0.95","","","","","","","","","","","","","15588","15588","15588","1","1","1","15588","15588","15588","0.75","0.75","0.75"
"2.4","","","","","","","7859","7859","7859","0.9125","0.9125","0.9125","15719","15719","15719","0.875","0.875","0.875","15719","15719","15719","0.925","0.925","0.925","","","","","","","7859","7859","7859","0.9125","0.9125","0.9125","15719","15719","15719","1","1","1","15719","15719","15719","0.775","0.775","0.775"
"2.407185628742515","5239","5239","5239","0.8833333373069763","0.8833333373069763","0.8833333373069763","","","","","","","","","","","","","","","","","","","5239","5239","5239","0.7666666686534882","0.7666666686534882","0.7666666686534882","","","","","","","","","","","","","","","","","",""
"2.42","","","","","","","","","","","","","15850","15850","15850","0.775","0.775","0.775","15850","15850","15850","0.875","0.875","0.875","","","","","","","","","","","","","15850","15850","15850","0.925","0.925","0.925","15850","15850","15850","0.725","0.725","0.725"
"2.44","","","","","","","7990","7990","7990","0.8125","0.8125","0.8125","15981","15981","15981","0.8","0.8","0.8","15981","15981","15981","0.8","0.8","0.8","","","","","","","7990","7990","7990","0.875","0.875","0.875","15981","15981","15981","0.85","0.85","0.85","15981","15981","15981","0.8","0.8","0.8"
"2.46","","","","","","","","","","","","","16112","16112","16112","0.775","0.775","0.775","16112","16112","16112","0.975","0.975","0.975","","","","","","","","","","","","","16112","16112","16112","0.975","0.975","0.975","16112","16112","16112","0.85","0.85","0.85"
"2.467065868263473","5370","5370","5370","0.8083333373069763","0.8083333373069763","0.8083333373069763","","","","","","","","","","","","","","","","","","","5370","5370","5370","0.7250000029802323","0.7250000029802323","0.7250000029802323","","","","","","","","","","","","","","","","","",""
"2.48","","","","","","","8121","8121","8121","0.9125","0.9125","0.9125","16243","16243","16243","0.675","0.675","0.675","16243","16243","16243","0.95","0.95","0.95","","","","","","","8121","8121","8121","0.925","0.925","0.925","16243","16243","16243","0.875","0.875","0.875","16243","16243","16243","0.675","0.675","0.675"
"2.5","","","","","","","","","","","","","16374","16374","16374","0.8","0.8","0.8","16374","16374","16374","0.825","0.825","0.825","","","","","","","","","","","","","16374","16374","16374","0.9","0.9","0.9","16374","16374","16374","0.675","0.675","0.675"
"2.52","","","","","","","8252","8252","8252","0.775","0.775","0.775","16505","16505","16505","0.85","0.85","0.85","16505","16505","16505","0.9","0.9","0.9","","","","","","","8252","8252","8252","0.8625","0.8625","0.8625","16505","16505","16505","0.875","0.875","0.875","16505","16505","16505","0.85","0.85","0.85"
"2.5269461077844313","5501","5501","5501","0.825","0.825","0.825","","","","","","","","","","","","","","","","","","","5501","5501","5501","0.725","0.725","0.725","","","","","","","","","","","","","","","","","",""
"2.54","","","","","","","","","","","","","16636","16636","16636","1","1","1","16636","16636","16636","0.825","0.825","0.825","","","","","","","","","","","","","16636","16636","16636","0.95","0.95","0.95","16636","16636","16636","0.875","0.875","0.875"
"2.56","","","","","","","8383","8383","8383","0.7875","0.7875","0.7875","16767","16767","16767","0.775","0.775","0.775","16767","16767","16767","0.95","0.95","0.95","","","","","","","8383","8383","8383","0.925","0.925","0.925","16767","16767","16767","0.975","0.975","0.975","16767","16767","16767","0.95","0.95","0.95"
"2.58","","","","","","","","","","","","","16898","16898","16898","0.675","0.675","0.675","16898","16898","16898","0.8","0.8","0.8","","","","","","","","","","","","","16898","16898","16898","1","1","1","16898","16898","16898","0.8","0.8","0.8"
"2.586826347305389","5632","5632","5632","0.8083333373069763","0.8083333373069763","0.8083333373069763","","","","","","","","","","","","","","","","","","","5632","5632","5632","0.7083333343267441","0.7083333343267441","0.7083333343267441","","","","","","","","","","","","","","","","","",""
"2.6","","","","","","","8514","8514","8514","0.75","0.75","0.75","17029","17029","17029","0.7","0.7","0.7","17029","17029","17029","0.85","0.85","0.85","","","","","","","8514","8514","8514","0.9","0.9","0.9","17029","17029","17029","0.925","0.925","0.925","17029","17029","17029","0.725","0.725","0.725"
"2.62","","","","","","","","","","","","","17160","17160","17160","0.825","0.825","0.825","17160","17160","17160","0.925","0.925","0.925","","","","","","","","","","","","","17160","17160","17160","0.975","0.975","0.975","17160","17160","17160","0.875","0.875","0.875"
"2.64","","","","","","","8645","8645","8645","0.9125","0.9125","0.9125","17291","17291","17291","0.975","0.975","0.975","17291","17291","17291","0.9","0.9","0.9","","","","","","","8645","8645","8645","0.9875","0.9875","0.9875","17291","17291","17291","1","1","1","17291","17291","17291","0.95","0.95","0.95"
"2.6467065868263475","5763","5763","5763","0.8833333373069763","0.8833333373069763","0.8833333373069763","","","","","","","","","","","","","","","","","","","5763","5763","5763","0.8083333373069763","0.8083333373069763","0.8083333373069763","","","","","","","","","","","","","","","","","",""
"2.66","","","","","","","","","","","","","17422","17422","17422","0.8","0.8","0.8","17422","17422","17422","0.875","0.875","0.875","","","","","","","","","","","","","17422","17422","17422","0.975","0.975","0.975","17422","17422","17422","0.875","0.875","0.875"
"2.68","","","","","","","8776","8776","8776","0.8625","0.8625","0.8625","17553","17553","17553","0.825","0.825","0.825","17553","17553","17553","0.95","0.95","0.95","","","","","","","8776","8776","8776","0.9875","0.9875","0.9875","17553","17553","17553","1","1","1","17553","17553","17553","0.85","0.85","0.85"
"2.7","","","","","","","","","","","","","17684","17684","17684","0.775","0.775","0.775","17684","17684","17684","0.95","0.95","0.95","","","","","","","","","","","","","17684","17684","17684","0.95","0.95","0.95","17684","17684","17684","0.825","0.825","0.825"
"2.7065868263473054","5894","5894","5894","0.8833333313465118","0.8833333313465118","0.8833333313465118","","","","","","","","","","","","","","","","","","","5894","5894","5894","0.7916666746139527","0.7916666746139527","0.7916666746139527","","","","","","","","","","","","","","","","","",""
"2.7199999999999998","","","","","","","8907","8907","8907","0.9","0.9","0.9","17815","17815","17815","0.8","0.8","0.8","17815","17815","17815","0.8","0.8","0.8","","","","","","","8907","8907","8907","0.8625","0.8625","0.8625","17815","17815","17815","0.975","0.975","0.975","17815","17815","17815","0.875","0.875","0.875"
"2.74","","","","","","","","","","","","","17946","17946","17946","0.625","0.625","0.625","17946","17946","17946","0.85","0.85","0.85","","","","","","","","","","","","","17946","17946","17946","0.875","0.875","0.875","17946","17946","17946","0.725","0.725","0.725"
"2.76","","","","","","","9038","9038","9038","0.7375","0.7375","0.7375","18077","18077","18077","0.55","0.55","0.55","18077","18077","18077","0.7","0.7","0.7","","","","","","","9038","9038","9038","0.725","0.725","0.725","18077","18077","18077","0.675","0.675","0.675","18077","18077","18077","0.575","0.575","0.575"
"2.7664670658682633","6025","6025","6025","0.6833333432674408","0.6833333432674408","0.6833333432674408","","","","","","","","","","","","","","","","","","","6025","6025","6025","0.7416666775941849","0.7416666775941849","0.7416666775941849","","","","","","","","","","","","","","","","","",""
"2.7800000000000002","","","","","","","","","","","","","18208","18208","18208","0.725","0.725","0.725","18208","18208","18208","0.85","0.85","0.85","","","","","","","","","","","","","18208","18208","18208","0.9","0.9","0.9","18208","18208","18208","0.775","0.775","0.775"
"2.8","","","","","","","9169","9169","9169","0.7875","0.7875","0.7875","18339","18339","18339","0.725","0.725","0.725","18339","18339","18339","0.9","0.9","0.9","","","","","","","9169","9169","9169","0.875","0.875","0.875","18339","18339","18339","0.975","0.975","0.975","18339","18339","18339","0.775","0.775","0.775"
"2.82","","","","","","","","","","","","","18470","18470","18470","0.875","0.875","0.875","18470","18470","18470","0.775","0.775","0.775","","","","","","","","","","","","","18470","18470","18470","0.9","0.9","0.9","18470","18470","18470","0.9","0.9","0.9"
"2.8263473053892216","6156","6156","6156","0.775","0.775","0.775","","","","","","","","","","","","","","","","","","","6156","6156","6156","0.8083333432674408","0.8083333432674408","0.8083333432674408","","","","","","","","","","","","","","","","","",""
"2.84","","","","","","","9300","9300","9300","0.875","0.875","0.875","18601","18601","18601","0.9","0.9","0.9","18601","18601","18601","0.925","0.925","0.925","","","","","","","9300","9300","9300","0.875","0.875","0.875","18601","18601","18601","1","1","1","18601","18601","18601","0.85","0.85","0.85"
"2.86","","","","","","","","","","","","","18732","18732","18732","0.9","0.9","0.9","18732","18732","18732","0.9","0.9","0.9","","","","","","","","","","","","","18732","18732","18732","1","1","1","18732","18732","18732","0.925","0.925","0.925"
"2.88","","","","","","","9431","9431","9431","0.9375","0.9375","0.9375","18863","18863","18863","0.875","0.875","0.875","18863","18863","18863","0.875","0.875","0.875","","","","","","","9431","9431","9431","0.95","0.95","0.95","18863","18863","18863","1","1","1","18863","18863","18863","0.95","0.95","0.95"
"2.8862275449101795","6287","6287","6287","0.875","0.875","0.875","","","","","","","","","","","","","","","","","","","6287","6287","6287","0.8416666626930237","0.8416666626930237","0.8416666626930237","","","","","","","","","","","","","","","","","",""
"2.9","","","","","","","","","","","","","18994","18994","18994","0.825","0.825","0.825","18994","18994","18994","0.8","0.8","0.8","","","","","","","","","","","","","18994","18994","18994","0.9","0.9","0.9","18994","18994","18994","0.675","0.675","0.675"
"2.92","","","","","","","9562","9562","9562","0.8125","0.8125","0.8125","19125","19125","19125","0.875","0.875","0.875","19125","19125","19125","0.85","0.85","0.85","","","","","","","9562","9562","9562","0.8","0.8","0.8","19125","19125","19125","0.9","0.9","0.9","19125","19125","19125","0.9","0.9","0.9"
"2.94","","","","","","","","","","","","","19256","19256","19256","0.925","0.925","0.925","19256","19256","19256","0.95","0.95","0.95","","","","","","","","","","","","","19256","19256","19256","0.975","0.975","0.975","19256","19256","19256","0.875","0.875","0.875"
"2.946107784431138","6418","6418","6418","0.8500000059604644","0.8500000059604644","0.8500000059604644","","","","","","","","","","","","","","","","","","","6418","6418","6418","0.7666666656732559","0.7666666656732559","0.7666666656732559","","","","","","","","","","","","","","","","","",""
"2.96","","","","","","","9693","9693","9693","0.925","0.925","0.925","19387","19387","19387","0.85","0.85","0.85","19387","19387","19387","0.975","0.975","0.975","","","","","","","9693","9693","9693","0.95","0.95","0.95","19387","19387","19387","0.975","0.975","0.975","19387","19387","19387","0.75","0.75","0.75"
"2.98","","","","","","","","","","","","","19518","19518","19518","0.675","0.675","0.675","19518","19518","19518","0.925","0.925","0.925","","","","","","","","","","","","","19518","19518","19518","0.95","0.95","0.95","19518","19518","19518","0.7","0.7","0.7"
"3","","","","","","","9824","9824","9824","0.925","0.925","0.925","19649","19649","19649","0.725","0.725","0.725","19649","19649","19649","0.85","0.85","0.85","","","","","","","9824","9824","9824","0.9625","0.9625","0.9625","19649","19649","19649","0.9","0.9","0.9","19649","19649","19649","0.725","0.725","0.725"
"3.0119760479041915","6549","6549","6549","0.8916666686534882","0.8916666686534882","0.8916666686534882","","","","","","","","","","","","","","","","","","","6549","6549","6549","0.85","0.85","0.85","","","","","","","","","","","","","","","","","",""
"3.02","","","","","","","","","","","","","19780","19780","19780","0.85","0.85","0.85","19780","19780","19780","0.925","0.925","0.925","","","","","","","","","","","","","19780","19780","19780","0.975","0.975","0.975","19780","19780","19780","0.925","0.925","0.925"
"3.04","","","","","","","9955","9955","9955","0.925","0.925","0.925","19911","19911","19911","0.9","0.9","0.9","19911","19911","19911","0.975","0.975","0.975","","","","","","","9955","9955","9955","0.9375","0.9375","0.9375","19911","19911","19911","1","1","1","19911","19911","19911","0.85","0.85","0.85"
"3.06","","","","","","","","","","","","","20042","20042","20042","0.75","0.75","0.75","20042","20042","20042","0.9","0.9","0.9","","","","","","","","","","","","","20042","20042","20042","1","1","1","20042","20042","20042","0.7","0.7","0.7"
"3.07185628742515","6680","6680","6680","0.8166666716337204","0.8166666716337204","0.8166666716337204","","","","","","","","","","","","","","","","","","","6680","6680","6680","0.7833333417773247","0.7833333417773247","0.7833333417773247","","","","","","","","","","","","","","","","","",""
"3.08","","","","","","","10086","10086","10086","0.7875","0.7875","0.7875","20173","20173","20173","0.95","0.95","0.95","20173","20173","20173","0.95","0.95","0.95","","","","","","","10086","10086","10086","0.9125","0.9125","0.9125","20173","20173","20173","0.975","0.975","0.975","20173","20173","20173","0.95","0.95","0.95"
"3.1","","","","","","","","","","","","","20304","20304","20304","0.775","0.775","0.775","20304","20304","20304","0.875","0.875","0.875","","","","","","","","","","","","","20304","20304","20304","0.875","0.875","0.875","20304","20304","20304","0.775","0.775","0.775"
"3.12","","","","","","","10217","10217","10217","0.7625","0.7625","0.7625","20435","20435","20435","0.7","0.7","0.7","20435","20435","20435","0.725","0.725","0.725","","","","","","","10217","10217","10217","0.875","0.875","0.875","20435","20435","20435","0.9","0.9","0.9","20435","20435","20435","0.75","0.75","0.75"
"3.1317365269461077","6811","6811","6811","0.7666666656732559","0.7666666656732559","0.7666666656732559","","","","","","","","","","","","","","","","","","","6811","6811","6811","0.7000000059604645","0.7000000059604645","0.7000000059604645","","","","","","","","","","","","","","","","","",""
"3.14","","","","","","","","","","","","","20566","20566","20566","0.875","0.875","0.875","20566","20566","20566","0.95","0.95","0.95","","","","","","","","","","","","","20566","20566","20566","0.875","0.875","0.875","20566","20566","20566","0.825","0.825","0.825"
"3.16","","","","","","","10348","10348","10348","0.7875","0.7875","0.7875","20697","20697","20697","0.775","0.775","0.775","20697","20697","20697","0.925","0.925","0.925","","","","","","","10348","10348","10348","0.825","0.825","0.825","20697","20697","20697","0.825","0.825","0.825","20697","20697","20697","0.675","0.675","0.675"
"3.18","","","","","","","","","","","","","20828","20828","20828","0.8","0.8","0.8","20828","20828","20828","1","1","1","","","","","","","","","","","","","20828","20828","20828","1","1","1","20828","20828","20828","0.825","0.825","0.825"
"3.191616766467066","6942","6942","6942","0.825000011920929","0.825000011920929","0.825000011920929","","","","","","","","","","","","","","","","","","","6942","6942","6942","0.8416666746139526","0.8416666746139526","0.8416666746139526","","","","","","","","","","","","","","","","","",""
"3.2","","","","","","","10479","10479","10479","0.9125","0.9125","0.9125","20959","20959","20959","0.9","0.9","0.9","20959","20959","20959","0.925","0.925","0.925","","","","","","","10479","10479","10479","0.95","0.95","0.95","20959","20959","20959","0.9","0.9","0.9","20959","20959","20959","0.95","0.95","0.95"
"3.22","","","","","","","","","","","","","21090","21090","21090","0.75","0.75","0.75","21090","21090","21090","0.975","0.975","0.975","","","","","","","","","","","","","21090","21090","21090","1","1","1","21090","21090","21090","0.7","0.7","0.7"
"3.24","","","","","","","10610","10610","10610","0.8125","0.8125","0.8125","21221","21221","21221","0.7","0.7","0.7","21221","21221","21221","0.875","0.875","0.875","","","","","","","10610","10610","10610","0.925","0.925","0.925","21221","21221","21221","0.925","0.925","0.925","21221","21221","21221","0.675","0.675","0.675"
"3.251497005988024","7073","7073","7073","0.8750000059604645","0.8750000059604645","0.8750000059604645","","","","","","","","","","","","","","","","","","","7073","7073","7073","0.7916666686534881","0.7916666686534881","0.7916666686534881","","","","","","","","","","","","","","","","","",""
"3.26","","","","","","","","","","","","","21352","21352","21352","0.85","0.85","0.85","21352","21352","21352","0.95","0.95","0.95","","","","","","","","","","","","","21352","21352","21352","1","1","1","21352","21352","21352","0.85","0.85","0.85"
"3.2800000000000002","","","","","","","10741","10741","10741","0.8125","0.8125","0.8125","21483","21483","21483","0.8","0.8","0.8","21483","21483","21483","0.875","0.875","0.875","","","","","","","10741","10741","10741","0.9125","0.9125","0.9125","21483","21483","21483","0.9","0.9","0.9","21483","21483","21483","0.825","0.825","0.825"
"3.3","","","","","","","","","","","","","21614","21614","21614","0.725","0.725","0.725","21614","21614","21614","0.75","0.75","0.75","","","","","","","","","","","","","21614","21614","21614","0.9","0.9","0.9","21614","21614","21614","0.7","0.7","0.7"
"3.3113772455089823","7204","7204","7204","0.825000011920929","0.825000011920929","0.825000011920929","","","","","","","","","","","","","","","","","","","7204","7204","7204","0.7916666686534881","0.7916666686534881","0.7916666686534881","","","","","","","","","","","","","","","","","",""
"3.32","","","","","","","10872","10872","10872","0.85","0.85","0.85","21745","21745","21745","0.925","0.925","0.925","21745","21745","21745","0.775","0.775","0.775","","","","","","","10872","10872","10872","0.8625","0.8625","0.8625","21745","21745","21745","1","1","1","21745","21745","21745","0.9","0.9","0.9"
"3.34","","","","","","","","","","","","","21876","21876","21876","0.75","0.75","0.75","21876","21876","21876","0.95","0.95","0.95","","","","","","","","","","","","","21876","21876","21876","0.975","0.975","0.975","21876","21876","21876","0.8","0.8","0.8"
"3.36","","","","","","","11003","11003","11003","0.925","0.925","0.925","22007","22007","22007","0.925","0.925","0.925","22007","22007","22007","0.875","0.875","0.875","","","","","","","11003","11003","11003","0.95","0.95","0.95","22007","22007","22007","0.875","0.875","0.875","22007","22007","22007","0.875","0.875","0.875"
"3.37125748502994","7335","7335","7335","0.8166666686534881","0.8166666686534881","0.8166666686534881","","","","","","","","","","","","","","","","","","","7335","7335","7335","0.816666665673256","0.816666665673256","0.816666665673256","","","","","","","","","","","","","","","","","",""
"3.38","","","","","","","","","","","","","22138","22138","22138","0.625","0.625","0.625","22138","22138","22138","0.75","0.75","0.75","","","","","","","","","","","","","22138","22138","22138","0.8","0.8","0.8","22138","22138","22138","0.7","0.7","0.7"
"3.4","","","","","","","11134","11134","11134","0.8","0.8","0.8","22269","22269","22269","0.725","0.725","0.725","22269","22269","22269","0.9","0.9","0.9","","","","","","","11134","11134","11134","0.8625","0.8625","0.8625","22269","22269","22269","0.975","0.975","0.975","22269","22269","22269","0.775","0.775","0.775"
"3.42","","","","","","","","","","","","","22400","22400","22400","0.825","0.825","0.825","22400","22400","22400","0.825","0.825","0.825","","","","","","","","","","","","","22400","22400","22400","0.9","0.9","0.9","22400","22400","22400","0.825","0.825","0.825"
"3.431137724550898","7466","7466","7466","0.7833333343267441","0.7833333343267441","0.7833333343267441","","","","","","","","","","","","","","","","","","","7466","7466","7466","0.7083333283662796","0.7083333283662796","0.7083333283662796","","","","","","","","","","","","","","","","","",""
"3.44","","","","","","","11265","11265","11265","0.875","0.875","0.875","22531","22531","22531","0.95","0.95","0.95","22531","22531","22531","0.975","0.975","0.975","","","","","","","11265","11265","11265","0.9125","0.9125","0.9125","22531","22531","22531","0.975","0.975","0.975","22531","22531","22531","0.9","0.9","0.9"
"3.46","","","","","","","","","","","","","22662","22662","22662","0.675","0.675","0.675","22662","22662","22662","0.8","0.8","0.8","","","","","","","","","","","","","22662","22662","22662","0.975","0.975","0.975","22662","22662","22662","0.775","0.775","0.775"
"3.48","","","","","","","11396","11396","11396","0.8375","0.8375","0.8375","22793","22793","22793","0.7","0.7","0.7","22793","22793","22793","0.85","0.85","0.85","","","","","","","11396","11396","11396","0.9125","0.9125","0.9125","22793","22793","22793","0.875","0.875","0.875","22793","22793","22793","0.65","0.65","0.65"
"3.4910179640718564","7597","7597","7597","0.8333333373069763","0.8333333373069763","0.8333333373069763","","","","","","","","","","","","","","","","","","","7597","7597","7597","0.8","0.8","0.8","","","","","","","","","","","","","","","","","",""
"3.5","","","","","","","","","","","","","22924","22924","22924","0.8","0.8","0.8","22924","22924","22924","0.975","0.975","0.975","","","","","","","","","","","","","22924","22924","22924","0.975","0.975","0.975","22924","22924","22924","0.7","0.7","0.7"
"3.52","","","","","","","11527","11527","11527","0.9125","0.9125","0.9125","23055","23055","23055","0.875","0.875","0.875","23055","23055","23055","0.875","0.875","0.875","","","","","","","11527","11527","11527","0.9625","0.9625","0.9625","23055","23055","23055","1","1","1","23055","23055","23055","0.925","0.925","0.925"
"3.54","","","","","","","","","","","","","23186","23186","23186","0.725","0.725","0.725","23186","23186","23186","0.825","0.825","0.825","","","","","","","","","","","","","23186","23186","23186","1","1","1","23186","23186","23186","0.8","0.8","0.8"
"3.5508982035928143","7728","7728","7728","0.8666666686534882","0.8666666686534882","0.8666666686534882","","","","","","","","","","","","","","","","","","","7728","7728","7728","0.8916666626930236","0.8916666626930236","0.8916666626930236","","","","","","","","","","","","","","","","","",""
"3.56","","","","","","","11658","11658","11658","0.8625","0.8625","0.8625","23317","23317","23317","0.85","0.85","0.85","23317","23317","23317","0.95","0.95","0.95","","","","","","","11658","11658","11658","0.925","0.925","0.925","23317","23317","23317","1","1","1","23317","23317","23317","1","1","1"
"3.58","","","","","","","","","","","","","23448","23448","23448","0.9","0.9","0.9","23448","23448","23448","0.95","0.95","0.95","","","","","","","","","","","","","23448","23448","23448","0.95","0.95","0.95","23448","23448","23448","0.875","0.875","0.875"
"3.6","","","","","","","11789","11789","11789","0.95","0.95","0.95","23579","23579","23579","0.975","0.975","0.975","23579","23579","23579","1","1","1","","","","","","","11789","11789","11789","0.9375","0.9375","0.9375","23579","23579","23579","0.975","0.975","0.975","23579","23579","23579","0.85","0.85","0.85"
"3.6107784431137726","7859","7859","7859","0.8416666626930237","0.8416666626930237","0.8416666626930237","","","","","","","","","","","","","","","","","","","7859","7859","7859","0.8333333253860473","0.8333333253860473","0.8333333253860473","","","","","","","","","","","","","","","","","",""
"3.62","","","","","","","","","","","","","23710","23710","23710","0.725","0.725","0.725","23710","23710","23710","0.85","0.85","0.85","","","","","","","","","","","","","23710","23710","23710","0.9","0.9","0.9","23710","23710","23710","0.775","0.775","0.775"
"3.64","","","","","","","11920","11920","11920","0.8875","0.8875","0.8875","23841","23841","23841","0.75","0.75","0.75","23841","23841","23841","0.925","0.925","0.925","","","","","","","11920","11920","11920","0.925","0.925","0.925","23841","23841","23841","1","1","1","23841","23841","23841","0.85","0.85","0.85"
"3.66","","","","","","","","","","","","","23972","23972","23972","0.925","0.925","0.925","23972","23972","23972","0.775","0.775","0.775","","","","","","","","","","","","","23972","23972","23972","0.9","0.9","0.9","23972","23972","23972","0.65","0.65","0.65"
"3.6706586826347305","7990","7990","7990","0.775","0.775","0.775","","","","","","","","","","","","","","","","","","","7990","7990","7990","0.8333333432674408","0.8333333432674408","0.8333333432674408","","","","","","","","","","","","","","","","","",""
"3.68","","","","","","","12051","12051","12051","0.8625","0.8625","0.8625","24103","24103","24103","0.85","0.85","0.85","24103","24103","24103","0.875","0.875","0.875","","","","","","","12051","12051","12051","0.8875","0.8875","0.8875","24103","24103","24103","0.9","0.9","0.9","24103","24103","24103","0.85","0.85","0.85"
"3.7","","","","","","","","","","","","","24234","24234","24234","0.675","0.675","0.675","24234","24234","24234","0.55","0.55","0.55","","","","","","","","","","","","","24234","24234","24234","0.875","0.875","0.875","24234","24234","24234","0.725","0.725","0.725"
"3.7199999999999998","","","","","","","12182","12182","12182","0.75","0.75","0.75","24365","24365","24365","1","1","1","24365","24365","24365","0.925","0.925","0.925","","","","","","","12182","12182","12182","0.85","0.85","0.85","24365","24365","24365","0.925","0.925","0.925","24365","24365","24365","0.975","0.975","0.975"
"3.730538922155689","8121","8121","8121","0.7500000059604645","0.7500000059604645","0.7500000059604645","","","","","","","","","","","","","","","","","","","8121","8121","8121","0.7666666626930236","0.7666666626930236","0.7666666626930236","","","","","","","","","","","","","","","","","",""
"3.74","","","","","","","","","","","","","24496","24496","24496","0.8","0.8","0.8","24496","24496","24496","0.825","0.825","0.825","","","","","","","","","","","","","24496","24496","24496","0.975","0.975","0.975","24496","24496","24496","0.675","0.675","0.675"
