"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-32B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-32B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-14B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-14B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-0.6B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-0.6B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-4B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-4B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/completions/mean_terminated_length","Qwen/Qwen3-32B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-32B - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/completions/mean_terminated_length","Qwen/Qwen3-14B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-14B - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/completions/mean_terminated_length","Qwen/Qwen3-4B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-4B - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/completions/mean_terminated_length","Qwen/Qwen3-0.6B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-0.6B - train/completions/mean_terminated_length__MAX"
"3.74","","","","","","","","","","","","","24496","24496","24496","3420.5","3420.5","3420.5","24496","24496","24496","5894.225","5894.225","5894.225","","","","","","","","","","","","","24496","24496","24496","2483.375","2483.375","2483.375","24496","24496","24496","1797.325","1797.325","1797.325"
"3.76","","","","","","","12313","12313","12313","3978.308935546875","3978.308935546875","3978.308935546875","24627","24627","24627","3381.75","3381.75","3381.75","24627","24627","24627","6074.125048828125","6074.125048828125","6074.125048828125","","","","","","","12313","12313","12313","2915.9375","2915.9375","2915.9375","24627","24627","24627","2165.7","2165.7","2165.7","24627","24627","24627","2005.6","2005.6","2005.6"
"3.7800000000000002","","","","","","","","","","","","","24758","24758","24758","2871.05","2871.05","2871.05","24758","24758","24758","6103.041748046875","6103.041748046875","6103.041748046875","","","","","","","","","","","","","24758","24758","24758","3083.15","3083.15","3083.15","24758","24758","24758","2273.85","2273.85","2273.85"
"3.7904191616766467","8252","8252","8252","6693.84736328125","6693.84736328125","6693.84736328125","","","","","","","","","","","","","","","","","","","8252","8252","8252","4974.153344726563","4974.153344726563","4974.153344726563","","","","","","","","","","","","","","","","","",""
"3.8","","","","","","","12444","12444","12444","5144.885400390625","5144.885400390625","5144.885400390625","24889","24889","24889","2990.275","2990.275","2990.275","24889","24889","24889","6144.4","6144.4","6144.4","","","","","","","12444","12444","12444","3111.5375","3111.5375","3111.5375","24889","24889","24889","2600.975","2600.975","2600.975","24889","24889","24889","2238.15","2238.15","2238.15"
"3.82","","","","","","","","","","","","","25020","25020","25020","2969.2","2969.2","2969.2","25020","25020","25020","6384.29169921875","6384.29169921875","6384.29169921875","","","","","","","","","","","","","25020","25020","25020","2527.2","2527.2","2527.2","25020","25020","25020","1493.4","1493.4","1493.4"
"3.84","","","","","","","12575","12575","12575","5171.12900390625","5171.12900390625","5171.12900390625","25151","25151","25151","2956.1416748046877","2956.1416748046877","2956.1416748046877","25151","25151","25151","6054.05","6054.05","6054.05","","","","","","","12575","12575","12575","3336.8125","3336.8125","3336.8125","25151","25151","25151","2771.5","2771.5","2771.5","25151","25151","25151","2041.75","2041.75","2041.75"
"3.8502994011976046","8383","8383","8383","7055.49423828125","7055.49423828125","7055.49423828125","","","","","","","","","","","","","","","","","","","8383","8383","8383","5319.81455078125","5319.81455078125","5319.81455078125","","","","","","","","","","","","","","","","","",""
"3.86","","","","","","","","","","","","","25282","25282","25282","3131.925","3131.925","3131.925","25282","25282","25282","6232.683349609375","6232.683349609375","6232.683349609375","","","","","","","","","","","","","25282","25282","25282","2148.45","2148.45","2148.45","25282","25282","25282","1724.775","1724.775","1724.775"
"3.88","","","","","","","12706","12706","12706","4797.39111328125","4797.39111328125","4797.39111328125","25413","25413","25413","2952.85","2952.85","2952.85","25413","25413","25413","6004.675","6004.675","6004.675","","","","","","","12706","12706","12706","2959.725","2959.725","2959.725","25413","25413","25413","2576.45","2576.45","2576.45","25413","25413","25413","2049","2049","2049"
"3.9","","","","","","","","","","","","","25544","25544","25544","3130.7666748046877","3130.7666748046877","3130.7666748046877","25544","25544","25544","6352.950048828125","6352.950048828125","6352.950048828125","","","","","","","","","","","","","25544","25544","25544","2825","2825","2825","25544","25544","25544","2367.1666748046873","2367.1666748046873","2367.1666748046873"
"3.910179640718563","8514","8514","8514","7488.338232421875","7488.338232421875","7488.338232421875","","","","","","","","","","","","","","","","","","","8514","8514","8514","5318.03125","5318.03125","5318.03125","","","","","","","","","","","","","","","","","",""
"3.92","","","","","","","12837","12837","12837","5255.466748046875","5255.466748046875","5255.466748046875","25675","25675","25675","2939.1","2939.1","2939.1","25675","25675","25675","5839.45","5839.45","5839.45","","","","","","","12837","12837","12837","2966.1","2966.1","2966.1","25675","25675","25675","2237.05","2237.05","2237.05","25675","25675","25675","1327","1327","1327"
"3.94","","","","","","","","","","","","","25806","25806","25806","3033.65","3033.65","3033.65","25806","25806","25806","6147.71669921875","6147.71669921875","6147.71669921875","","","","","","","","","","","","","25806","25806","25806","2633","2633","2633","25806","25806","25806","2224.9","2224.9","2224.9"
"3.96","","","","","","","12968","12968","12968","5187.568310546875","5187.568310546875","5187.568310546875","25937","25937","25937","3132.325","3132.325","3132.325","25937","25937","25937","6655.583349609375","6655.583349609375","6655.583349609375","","","","","","","12968","12968","12968","2898.5","2898.5","2898.5","25937","25937","25937","2606.475","2606.475","2606.475","25937","25937","25937","1780.775","1780.775","1780.775"
"3.970059880239521","8645","8645","8645","7189.30390625","7189.30390625","7189.30390625","","","","","","","","","","","","","","","","","","","8645","8645","8645","5715.97373046875","5715.97373046875","5715.97373046875","","","","","","","","","","","","","","","","","",""
"3.98","","","","","","","","","","","","","26068","26068","26068","2706.233349609375","2706.233349609375","2706.233349609375","26068","26068","26068","5814.425","5814.425","5814.425","","","","","","","","","","","","","26068","26068","26068","3038.7","3038.7","3038.7","26068","26068","26068","2459.45","2459.45","2459.45"
"3.9940119760479043","8698","8698","8698","6702.8802490234375","6702.8802490234375","6702.8802490234375","","","","","","","","","","","","","","","","","","","8698","8698","8698","4770.433837890625","4770.433837890625","4770.433837890625","","","","","","","","","","","","","","","","","",""
"4","","","","","","","13099","13099","13099","4409.49228515625","4409.49228515625","4409.49228515625","26199","26199","26199","3073.8166748046874","3073.8166748046874","3073.8166748046874","26199","26199","26199","6127.5083984375","6127.5083984375","6127.5083984375","","","","","","","13099","13099","13099","3289.2625","3289.2625","3289.2625","26199","26199","26199","2679.95","2679.95","2679.95","26199","26199","26199","2067.675","2067.675","2067.675"
