"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/reward","Qwen/Qwen3-32B-low-format - train/reward__MIN","Qwen/Qwen3-32B-low-format - train/reward__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/reward","Qwen/Qwen3-14B-low-format - train/reward__MIN","Qwen/Qwen3-14B-low-format - train/reward__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/reward","Qwen/Qwen3-0.6B-low-format - train/reward__MIN","Qwen/Qwen3-0.6B-low-format - train/reward__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/reward","Qwen/Qwen3-4B-low-format - train/reward__MIN","Qwen/Qwen3-4B-low-format - train/reward__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/reward","Qwen/Qwen3-32B - train/reward__MIN","Qwen/Qwen3-32B - train/reward__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/reward","Qwen/Qwen3-14B - train/reward__MIN","Qwen/Qwen3-14B - train/reward__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/reward","Qwen/Qwen3-4B - train/reward__MIN","Qwen/Qwen3-4B - train/reward__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/reward","Qwen/Qwen3-0.6B - train/reward__MIN","Qwen/Qwen3-0.6B - train/reward__MAX"
"1.9","","","","","","","","","","","","","12444","12444","12444","0.36750001907348634","0.36750001907348634","0.36750001907348634","12444","12444","12444","0.4317500233650208","0.4317500233650208","0.4317500233650208","","","","","","","","","","","","","12444","12444","12444","1.0950000166893006","1.0950000166893006","1.0950000166893006","12444","12444","12444","1.043750023841858","1.043750023841858","1.043750023841858"
"1.92","","","","","","","6287","6287","6287","0.4161250233650208","0.4161250233650208","0.4161250233650208","12575","12575","12575","0.38000001907348635","0.38000001907348635","0.38000001907348635","12575","12575","12575","0.427000018954277","0.427000018954277","0.427000018954277","","","","","","","6287","6287","6287","1.090000033378601","1.090000033378601","1.090000033378601","12575","12575","12575","1.0725000202655792","1.0725000202655792","1.0725000202655792","12575","12575","12575","1.025000023841858","1.025000023841858","1.025000023841858"
"1.9221556886227544","4191","4191","4191","0.3922500252723694","0.3922500252723694","0.3922500252723694","","","","","","","","","","","","","","","","","","","4191","4191","4191","0.9441667020320892","0.9441667020320892","0.9441667020320892","","","","","","","","","","","","","","","","","",""
"1.94","","","","","","","","","","","","","12706","12706","12706","0.33975000977516173","0.33975000977516173","0.33975000977516173","12706","12706","12706","0.39725002348423005","0.39725002348423005","0.39725002348423005","","","","","","","","","","","","","12706","12706","12706","1.0912500262260436","1.0912500262260436","1.0912500262260436","12706","12706","12706","0.993750023841858","0.993750023841858","0.993750023841858"
"1.96","","","","","","","6418","6418","6418","0.4215000182390213","0.4215000182390213","0.4215000182390213","12837","12837","12837","0.39750002324581146","0.39750002324581146","0.39750002324581146","12837","12837","12837","0.39750002324581146","0.39750002324581146","0.39750002324581146","","","","","","","6418","6418","6418","1.0825000166893006","1.0825000166893006","1.0825000166893006","12837","12837","12837","1.0662500262260437","1.0662500262260437","1.0662500262260437","12837","12837","12837","1.056250023841858","1.056250023841858","1.056250023841858"
"1.98","","","","","","","","","","","","","12968","12968","12968","0.43900001645088194","0.43900001645088194","0.43900001645088194","12968","12968","12968","0.5180000215768814","0.5180000215768814","0.5180000215768814","","","","","","","","","","","","","12968","12968","12968","1.087500023841858","1.087500023841858","1.087500023841858","12968","12968","12968","1.0587500214576722","1.0587500214576722","1.0587500214576722"
"1.9820359281437125","4322","4322","4322","0.4789167016744614","0.4789167016744614","0.4789167016744614","","","","","","","","","","","","","","","","","","","4322","4322","4322","0.9429167032241821","0.9429167032241821","0.9429167032241821","","","","","","","","","","","","","","","","","",""
"2","","","","","","","6549","6549","6549","0.6091250240802765","0.6091250240802765","0.6091250240802765","13099","13099","13099","0.37000001668930055","0.37000001668930055","0.37000001668930055","13099","13099","13099","0.48000001907348633","0.48000001907348633","0.48000001907348633","","","","","","","6549","6549","6549","1.059375035762787","1.059375035762787","1.059375035762787","13099","13099","13099","1.0800000250339508","1.0800000250339508","1.0800000250339508","13099","13099","13099","1.0100000262260438","1.0100000262260438","1.0100000262260438"
"2.02","","","","","","","","","","","","","13230","13230","13230","0.3650000184774399","0.3650000184774399","0.3650000184774399","13230","13230","13230","0.3997500240802765","0.3997500240802765","0.3997500240802765","","","","","","","","","","","","","13230","13230","13230","1.087500023841858","1.087500023841858","1.087500023841858","13230","13230","13230","1.0537500262260437","1.0537500262260437","1.0537500262260437"
"2.04","","","","","","","6680","6680","6680","0.452875018119812","0.452875018119812","0.452875018119812","13361","13361","13361","0.4090000092983246","0.4090000092983246","0.4090000092983246","13361","13361","13361","0.4280000180006027","0.4280000180006027","0.4280000180006027","","","","","","","6680","6680","6680","1.0850000262260437","1.0850000262260437","1.0850000262260437","13361","13361","13361","1.0775000214576722","1.0775000214576722","1.0775000214576722","13361","13361","13361","1.065000021457672","1.065000021457672","1.065000021457672"
"2.0479041916167664","4453","4453","4453","0.41275001168251035","0.41275001168251035","0.41275001168251035","","","","","","","","","","","","","","","","","","","4453","4453","4453","0.9666667222976685","0.9666667222976685","0.9666667222976685","","","","","","","","","","","","","","","","","",""
"2.06","","","","","","","","","","","","","13492","13492","13492","0.3817500099539757","0.3817500099539757","0.3817500099539757","13492","13492","13492","0.4355000168085098","0.4355000168085098","0.4355000168085098","","","","","","","","","","","","","13492","13492","13492","1.0487500190734864","1.0487500190734864","1.0487500190734864","13492","13492","13492","1.0087500214576721","1.0087500214576721","1.0087500214576721"
"2.08","","","","","","","6811","6811","6811","0.4627500236034393","0.4627500236034393","0.4627500236034393","13623","13623","13623","0.3800000220537186","0.3800000220537186","0.3800000220537186","13623","13623","13623","0.37875002026557925","0.37875002026557925","0.37875002026557925","","","","","","","6811","6811","6811","1.0793750166893006","1.0793750166893006","1.0793750166893006","13623","13623","13623","1.0712500214576721","1.0712500214576721","1.0712500214576721","13623","13623","13623","1.0162500262260437","1.0162500262260437","1.0162500262260437"
"2.1","","","","","","","","","","","","","13754","13754","13754","0.37000001668930055","0.37000001668930055","0.37000001668930055","13754","13754","13754","0.43100002110004426","0.43100002110004426","0.43100002110004426","","","","","","","","","","","","","13754","13754","13754","1.0937500238418578","1.0937500238418578","1.0937500238418578","13754","13754","13754","1.043750023841858","1.043750023841858","1.043750023841858"
"2.1077844311377247","4584","4584","4584","0.4524167001247406","0.4524167001247406","0.4524167001247406","","","","","","","","","","","","","","","","","","","4584","4584","4584","0.985416716337204","0.985416716337204","0.985416716337204","","","","","","","","","","","","","","","","","",""
"2.12","","","","","","","6942","6942","6942","0.45937501192092894","0.45937501192092894","0.45937501192092894","13885","13885","13885","0.44900001883506774","0.44900001883506774","0.44900001883506774","13885","13885","13885","0.40475002229213713","0.40475002229213713","0.40475002229213713","","","","","","","6942","6942","6942","1.0625000238418578","1.0625000238418578","1.0625000238418578","13885","13885","13885","1.0900000214576722","1.0900000214576722","1.0900000214576722","13885","13885","13885","1.033750021457672","1.033750021457672","1.033750021457672"
"2.14","","","","","","","","","","","","","14016","14016","14016","0.40500002503395083","0.40500002503395083","0.40500002503395083","14016","14016","14016","0.3785000205039978","0.3785000205039978","0.3785000205039978","","","","","","","","","","","","","14016","14016","14016","1.068750023841858","1.068750023841858","1.068750023841858","14016","14016","14016","1.087500023841858","1.087500023841858","1.087500023841858"
"2.16","","","","","","","7073","7073","7073","0.4565000295639038","0.4565000295639038","0.4565000295639038","14147","14147","14147","0.37000001668930055","0.37000001668930055","0.37000001668930055","14147","14147","14147","0.43600001782178877","0.43600001782178877","0.43600001782178877","","","","","","","7073","7073","7073","1.066875010728836","1.066875010728836","1.066875010728836","14147","14147","14147","1.0712500214576721","1.0712500214576721","1.0712500214576721","14147","14147","14147","1.021250021457672","1.021250021457672","1.021250021457672"
"2.1676646706586826","4715","4715","4715","0.4170833557844162","0.4170833557844162","0.4170833557844162","","","","","","","","","","","","","","","","","","","4715","4715","4715","1.0300000667572022","1.0300000667572022","1.0300000667572022","","","","","","","","","","","","","","","","","",""
"2.18","","","","","","","","","","","","","14278","14278","14278","0.374750018119812","0.374750018119812","0.374750018119812","14278","14278","14278","0.422500017285347","0.422500017285347","0.422500017285347","","","","","","","","","","","","","14278","14278","14278","1.0937500238418578","1.0937500238418578","1.0937500238418578","14278","14278","14278","1.0600000262260436","1.0600000262260436","1.0600000262260436"
"2.2","","","","","","","7204","7204","7204","0.5023750275373459","0.5023750275373459","0.5023750275373459","14409","14409","14409","0.3825000196695328","0.3825000196695328","0.3825000196695328","14409","14409","14409","0.5015000134706498","0.5015000134706498","0.5015000134706498","","","","","","","7204","7204","7204","1.0656250357627868","1.0656250357627868","1.0656250357627868","14409","14409","14409","1.0862500190734863","1.0862500190734863","1.0862500190734863","14409","14409","14409","1.037500023841858","1.037500023841858","1.037500023841858"
"2.22","","","","","","","","","","","","","14540","14540","14540","0.374750018119812","0.374750018119812","0.374750018119812","14540","14540","14540","0.4120000213384628","0.4120000213384628","0.4120000213384628","","","","","","","","","","","","","14540","14540","14540","1.100000023841858","1.100000023841858","1.100000023841858","14540","14540","14540","1.006250023841858","1.006250023841858","1.006250023841858"
"2.2275449101796405","4846","4846","4846","0.3839166879653931","0.3839166879653931","0.3839166879653931","","","","","","","","","","","","","","","","","","","4846","4846","4846","1.0066667556762696","1.0066667556762696","1.0066667556762696","","","","","","","","","","","","","","","","","",""
"2.24","","","","","","","7335","7335","7335","0.4073750197887421","0.4073750197887421","0.4073750197887421","14671","14671","14671","0.3575000137090683","0.3575000137090683","0.3575000137090683","14671","14671","14671","0.3807500213384628","0.3807500213384628","0.3807500213384628","","","","","","","7335","7335","7335","1.087500023841858","1.087500023841858","1.087500023841858","14671","14671","14671","1.0937500238418578","1.0937500238418578","1.0937500238418578","14671","14671","14671","1.0312500238418578","1.0312500238418578","1.0312500238418578"
"2.26","","","","","","","","","","","","","14802","14802","14802","0.3525000125169754","0.3525000125169754","0.3525000125169754","14802","14802","14802","0.38650002181529997","0.38650002181529997","0.38650002181529997","","","","","","","","","","","","","14802","14802","14802","1.087500023841858","1.087500023841858","1.087500023841858","14802","14802","14802","1.0187500238418579","1.0187500238418579","1.0187500238418579"
"2.2800000000000002","","","","","","","7466","7466","7466","0.4157500177621841","0.4157500177621841","0.4157500177621841","14933","14933","14933","0.4070000171661377","0.4070000171661377","0.4070000171661377","14933","14933","14933","0.47025002241134645","0.47025002241134645","0.47025002241134645","","","","","","","7466","7466","7466","1.075000023841858","1.075000023841858","1.075000023841858","14933","14933","14933","1.0975000262260437","1.0975000262260437","1.0975000262260437","14933","14933","14933","1.013750022649765","1.013750022649765","1.013750022649765"
"2.287425149700599","4977","4977","4977","0.39691669344902036","0.39691669344902036","0.39691669344902036","","","","","","","","","","","","","","","","","","","4977","4977","4977","0.94291672706604","0.94291672706604","0.94291672706604","","","","","","","","","","","","","","","","","",""
"2.3","","","","","","","","","","","","","15064","15064","15064","0.360000017285347","0.360000017285347","0.360000017285347","15064","15064","15064","0.4112500220537186","0.4112500220537186","0.4112500220537186","","","","","","","","","","","","","15064","15064","15064","1.0912500262260436","1.0912500262260436","1.0912500262260436","15064","15064","15064","1.025000023841858","1.025000023841858","1.025000023841858"
"2.32","","","","","","","7597","7597","7597","0.4822500228881836","0.4822500228881836","0.4822500228881836","15195","15195","15195","0.35750001668930054","0.35750001668930054","0.35750001668930054","15195","15195","15195","0.4990000218153","0.4990000218153","0.4990000218153","","","","","","","7597","7597","7597","1.020000022649765","1.020000022649765","1.020000022649765","15195","15195","15195","1.0912500262260436","1.0912500262260436","1.0912500262260436","15195","15195","15195","1.006250023841858","1.006250023841858","1.006250023841858"
"2.34","","","","","","","","","","","","","15326","15326","15326","0.39500002562999725","0.39500002562999725","0.39500002562999725","15326","15326","15326","0.38700002133846284","0.38700002133846284","0.38700002133846284","","","","","","","","","","","","","15326","15326","15326","1.087500023841858","1.087500023841858","1.087500023841858","15326","15326","15326","1.0475000262260437","1.0475000262260437","1.0475000262260437"
"2.3473053892215567","5108","5108","5108","0.42050002217292787","0.42050002217292787","0.42050002217292787","","","","","","","","","","","","","","","","","","","5108","5108","5108","0.9704167187213898","0.9704167187213898","0.9704167187213898","","","","","","","","","","","","","","","","","",""
"2.36","","","","","","","7728","7728","7728","0.43212502598762514","0.43212502598762514","0.43212502598762514","15457","15457","15457","0.37000001668930055","0.37000001668930055","0.37000001668930055","15457","15457","15457","0.4015000194311142","0.4015000194311142","0.4015000194311142","","","","","","","7728","7728","7728","1.0787500381469726","1.0787500381469726","1.0787500381469726","15457","15457","15457","1.0850000262260437","1.0850000262260437","1.0850000262260437","15457","15457","15457","1.0187500238418579","1.0187500238418579","1.0187500238418579"
"2.38","","","","","","","","","","","","","15588","15588","15588","0.3750000178813934","0.3750000178813934","0.3750000178813934","15588","15588","15588","0.4312500268220901","0.4312500268220901","0.4312500268220901","","","","","","","","","","","","","15588","15588","15588","1.100000023841858","1.100000023841858","1.100000023841858","15588","15588","15588","1.025000023841858","1.025000023841858","1.025000023841858"
"2.4","","","","","","","7859","7859","7859","0.44425002336502073","0.44425002336502073","0.44425002336502073","15719","15719","15719","0.37750002145767214","0.37750002145767214","0.37750002145767214","15719","15719","15719","0.38625002205371856","0.38625002205371856","0.38625002205371856","","","","","","","7859","7859","7859","1.0787500262260437","1.0787500262260437","1.0787500262260437","15719","15719","15719","1.087500023841858","1.087500023841858","1.087500023841858","15719","15719","15719","1.0187500238418579","1.0187500238418579","1.0187500238418579"
"2.407185628742515","5239","5239","5239","0.3893333524465561","0.3893333524465561","0.3893333524465561","","","","","","","","","","","","","","","","","","","5239","5239","5239","1.0008334159851073","1.0008334159851073","1.0008334159851073","","","","","","","","","","","","","","","","","",""
"2.42","","","","","","","","","","","","","15850","15850","15850","0.39975001811981203","0.39975001811981203","0.39975001811981203","15850","15850","15850","0.4172500163316727","0.4172500163316727","0.4172500163316727","","","","","","","","","","","","","15850","15850","15850","1.0812500238418579","1.0812500238418579","1.0812500238418579","15850","15850","15850","1.0312500238418578","1.0312500238418578","1.0312500238418578"
"2.44","","","","","","","7990","7990","7990","0.48137501776218417","0.48137501776218417","0.48137501776218417","15981","15981","15981","0.44900001883506774","0.44900001883506774","0.44900001883506774","15981","15981","15981","0.48275001645088195","0.48275001645088195","0.48275001645088195","","","","","","","7990","7990","7990","1.084375011920929","1.084375011920929","1.084375011920929","15981","15981","15981","1.0812500238418579","1.0812500238418579","1.0812500238418579","15981","15981","15981","1.065000021457672","1.065000021457672","1.065000021457672"
"2.46","","","","","","","","","","","","","16112","16112","16112","0.37750002145767214","0.37750002145767214","0.37750002145767214","16112","16112","16112","0.40475002527236936","0.40475002527236936","0.40475002527236936","","","","","","","","","","","","","16112","16112","16112","1.0937500238418578","1.0937500238418578","1.0937500238418578","16112","16112","16112","1.0625000238418578","1.0625000238418578","1.0625000238418578"
"2.467065868263473","5370","5370","5370","0.40825001895427704","0.40825001895427704","0.40825001895427704","","","","","","","","","","","","","","","","","","","5370","5370","5370","1.0083333909511567","1.0083333909511567","1.0083333909511567","","","","","","","","","","","","","","","","","",""
"2.48","","","","","","","8121","8121","8121","0.4393750190734863","0.4393750190734863","0.4393750190734863","16243","16243","16243","0.4365000158548355","0.4365000158548355","0.4365000158548355","16243","16243","16243","0.431750026345253","0.431750026345253","0.431750026345253","","","","","","","8121","8121","8121","1.087500023841858","1.087500023841858","1.087500023841858","16243","16243","16243","1.068750023841858","1.068750023841858","1.068750023841858","16243","16243","16243","1.0050000250339508","1.0050000250339508","1.0050000250339508"
"2.5","","","","","","","","","","","","","16374","16374","16374","0.44400001913309095","0.44400001913309095","0.44400001913309095","16374","16374","16374","0.474750018119812","0.474750018119812","0.474750018119812","","","","","","","","","","","","","16374","16374","16374","1.0900000214576722","1.0900000214576722","1.0900000214576722","16374","16374","16374","1.033750021457672","1.033750021457672","1.033750021457672"
"2.52","","","","","","","8252","8252","8252","0.5280000239610672","0.5280000239610672","0.5280000239610672","16505","16505","16505","0.45900002121925354","0.45900002121925354","0.45900002121925354","16505","16505","16505","0.45050002038478854","0.45050002038478854","0.45050002038478854","","","","","","","8252","8252","8252","1.0831250190734862","1.0831250190734862","1.0831250190734862","16505","16505","16505","1.065000021457672","1.065000021457672","1.065000021457672","16505","16505","16505","1.0425000190734863","1.0425000190734863","1.0425000190734863"
"2.5269461077844313","5501","5501","5501","0.4070000261068344","0.4070000261068344","0.4070000261068344","","","","","","","","","","","","","","","","","","","5501","5501","5501","0.9887500524520874","0.9887500524520874","0.9887500524520874","","","","","","","","","","","","","","","","","",""
"2.54","","","","","","","","","","","","","16636","16636","16636","0.3925000220537186","0.3925000220537186","0.3925000220537186","16636","16636","16636","0.47100001871585845","0.47100001871585845","0.47100001871585845","","","","","","","","","","","","","16636","16636","16636","1.0812500238418579","1.0812500238418579","1.0812500238418579","16636","16636","16636","1.043750023841858","1.043750023841858","1.043750023841858"
"2.56","","","","","","","8383","8383","8383","0.4808750182390213","0.4808750182390213","0.4808750182390213","16767","16767","16767","0.37975001335144043","0.37975001335144043","0.37975001335144043","16767","16767","16767","0.4317500203847885","0.4317500203847885","0.4317500203847885","","","","","","","8383","8383","8383","1.083750033378601","1.083750033378601","1.083750033378601","16767","16767","16767","1.0812500238418579","1.0812500238418579","1.0812500238418579","16767","16767","16767","1.0662500262260437","1.0662500262260437","1.0662500262260437"
"2.58","","","","","","","","","","","","","16898","16898","16898","0.3675000160932541","0.3675000160932541","0.3675000160932541","16898","16898","16898","0.4970000207424164","0.4970000207424164","0.4970000207424164","","","","","","","","","","","","","16898","16898","16898","1.100000023841858","1.100000023841858","1.100000023841858","16898","16898","16898","1.043750023841858","1.043750023841858","1.043750023841858"
"2.586826347305389","5632","5632","5632","0.44500002861022947","0.44500002861022947","0.44500002861022947","","","","","","","","","","","","","","","","","","","5632","5632","5632","1.0037500858306885","1.0037500858306885","1.0037500858306885","","","","","","","","","","","","","","","","","",""
"2.6","","","","","","","8514","8514","8514","0.5125000238418579","0.5125000238418579","0.5125000238418579","17029","17029","17029","0.37750001847743986","0.37750001847743986","0.37750001847743986","17029","17029","17029","0.45600002110004423","0.45600002110004423","0.45600002110004423","","","","","","","8514","8514","8514","1.0781250238418578","1.0781250238418578","1.0781250238418578","17029","17029","17029","1.0850000262260437","1.0850000262260437","1.0850000262260437","17029","17029","17029","1.012500023841858","1.012500023841858","1.012500023841858"
"2.62","","","","","","","","","","","","","17160","17160","17160","0.4245000213384628","0.4245000213384628","0.4245000213384628","17160","17160","17160","0.4117500215768814","0.4117500215768814","0.4117500215768814","","","","","","","","","","","","","17160","17160","17160","1.0937500238418578","1.0937500238418578","1.0937500238418578","17160","17160","17160","1.068750023841858","1.068750023841858","1.068750023841858"
"2.64","","","","","","","8645","8645","8645","0.4082500249147415","0.4082500249147415","0.4082500249147415","17291","17291","17291","0.40500002503395083","0.40500002503395083","0.40500002503395083","17291","17291","17291","0.4142500191926956","0.4142500191926956","0.4142500191926956","","","","","","","8645","8645","8645","1.0925000309944153","1.0925000309944153","1.0925000309944153","17291","17291","17291","1.0937500238418578","1.0937500238418578","1.0937500238418578","17291","17291","17291","1.087500023841858","1.087500023841858","1.087500023841858"
"2.6467065868263475","5763","5763","5763","0.39250003099441527","0.39250003099441527","0.39250003099441527","","","","","","","","","","","","","","","","","","","5763","5763","5763","0.9979167222976685","0.9979167222976685","0.9979167222976685","","","","","","","","","","","","","","","","","",""
"2.66","","","","","","","","","","","","","17422","17422","17422","0.3700000196695328","0.3700000196695328","0.3700000196695328","17422","17422","17422","0.39550001323223116","0.39550001323223116","0.39550001323223116","","","","","","","","","","","","","17422","17422","17422","1.0937500238418578","1.0937500238418578","1.0937500238418578","17422","17422","17422","1.056250023841858","1.056250023841858","1.056250023841858"
"2.68","","","","","","","8776","8776","8776","0.40925001800060273","0.40925001800060273","0.40925001800060273","17553","17553","17553","0.374750018119812","0.374750018119812","0.374750018119812","17553","17553","17553","0.41125002801418303","0.41125002801418303","0.41125002801418303","","","","","","","8776","8776","8776","1.0937500238418578","1.0937500238418578","1.0937500238418578","17553","17553","17553","1.100000023841858","1.100000023841858","1.100000023841858","17553","17553","17553","1.0625000238418578","1.0625000238418578","1.0625000238418578"
"2.7","","","","","","","","","","","","","17684","17684","17684","0.42400001883506777","0.42400001883506777","0.42400001883506777","17684","17684","17684","0.40875002145767214","0.40875002145767214","0.40875002145767214","","","","","","","","","","","","","17684","17684","17684","1.0950000166893006","1.0950000166893006","1.0950000166893006","17684","17684","17684","1.013750022649765","1.013750022649765","1.013750022649765"
"2.7065868263473054","5894","5894","5894","0.3968333601951599","0.3968333601951599","0.3968333601951599","","","","","","","","","","","","","","","","","","","5894","5894","5894","0.999166750907898","0.999166750907898","0.999166750907898","","","","","","","","","","","","","","","","","",""
"2.7199999999999998","","","","","","","8907","8907","8907","0.4473750114440918","0.4473750114440918","0.4473750114440918","17815","17815","17815","0.38750002086162566","0.38750002086162566","0.38750002086162566","17815","17815","17815","0.48650001883506777","0.48650001883506777","0.48650001883506777","","","","","","","8907","8907","8907","1.0762500166893005","1.0762500166893005","1.0762500166893005","17815","17815","17815","1.0975000262260437","1.0975000262260437","1.0975000262260437","17815","17815","17815","1.056250023841858","1.056250023841858","1.056250023841858"
"2.74","","","","","","","","","","","","","17946","17946","17946","0.43400001525878906","0.43400001525878906","0.43400001525878906","17946","17946","17946","0.4485000193119049","0.4485000193119049","0.4485000193119049","","","","","","","","","","","","","17946","17946","17946","1.083750021457672","1.083750021457672","1.083750021457672","17946","17946","17946","1.0237500190734863","1.0237500190734863","1.0237500190734863"
"2.76","","","","","","","9038","9038","9038","0.5482500314712524","0.5482500314712524","0.5482500314712524","18077","18077","18077","0.46100001633167265","0.46100001633167265","0.46100001633167265","18077","18077","18077","0.5792500257492066","0.5792500257492066","0.5792500257492066","","","","","","","9038","9038","9038","1.0625","1.0625","1.0625","18077","18077","18077","1.0675000071525573","1.0675000071525573","1.0675000071525573","18077","18077","18077","1.018750011920929","1.018750011920929","1.018750011920929"
"2.7664670658682633","6025","6025","6025","0.5249166905879974","0.5249166905879974","0.5249166905879974","","","","","","","","","","","","","","","","","","","6025","6025","6025","1.0391667306423187","1.0391667306423187","1.0391667306423187","","","","","","","","","","","","","","","","","",""
"2.7800000000000002","","","","","","","","","","","","","18208","18208","18208","0.4462500184774399","0.4462500184774399","0.4462500184774399","18208","18208","18208","0.4760000199079514","0.4760000199079514","0.4760000199079514","","","","","","","","","","","","","18208","18208","18208","1.0900000214576722","1.0900000214576722","1.0900000214576722","18208","18208","18208","1.056250023841858","1.056250023841858","1.056250023841858"
"2.8","","","","","","","9169","9169","9169","0.5170000284910202","0.5170000284910202","0.5170000284910202","18339","18339","18339","0.372500017285347","0.372500017285347","0.372500017285347","18339","18339","18339","0.40775002241134645","0.40775002241134645","0.40775002241134645","","","","","","","9169","9169","9169","1.087500011920929","1.087500011920929","1.087500011920929","18339","18339","18339","1.0912500262260436","1.0912500262260436","1.0912500262260436","18339","18339","18339","1.025000023841858","1.025000023841858","1.025000023841858"
"2.82","","","","","","","","","","","","","18470","18470","18470","0.4665000230073929","0.4665000230073929","0.4665000230073929","18470","18470","18470","0.5210000187158584","0.5210000187158584","0.5210000187158584","","","","","","","","","","","","","18470","18470","18470","1.0900000214576722","1.0900000214576722","1.0900000214576722","18470","18470","18470","1.083750021457672","1.083750021457672","1.083750021457672"
"2.8263473053892216","6156","6156","6156","0.4585833579301834","0.4585833579301834","0.4585833579301834","","","","","","","","","","","","","","","","","","","6156","6156","6156","1.0266667306423187","1.0266667306423187","1.0266667306423187","","","","","","","","","","","","","","","","","",""
"2.84","","","","","","","9300","9300","9300","0.46575002670288085","0.46575002670288085","0.46575002670288085","18601","18601","18601","0.4022500216960907","0.4022500216960907","0.4022500216960907","18601","18601","18601","0.4412500232458115","0.4412500232458115","0.4412500232458115","","","","","","","9300","9300","9300","1.0856250166893004","1.0856250166893004","1.0856250166893004","18601","18601","18601","1.100000023841858","1.100000023841858","1.100000023841858","18601","18601","18601","1.037500023841858","1.037500023841858","1.037500023841858"
"2.86","","","","","","","","","","","","","18732","18732","18732","0.39750002324581146","0.39750002324581146","0.39750002324581146","18732","18732","18732","0.43100002110004426","0.43100002110004426","0.43100002110004426","","","","","","","","","","","","","18732","18732","18732","1.100000023841858","1.100000023841858","1.100000023841858","18732","18732","18732","1.068750023841858","1.068750023841858","1.068750023841858"
"2.88","","","","","","","9431","9431","9431","0.3868750184774399","0.3868750184774399","0.3868750184774399","18863","18863","18863","0.39750002324581146","0.39750002324581146","0.39750002324581146","18863","18863","18863","0.41825002431869507","0.41825002431869507","0.41825002431869507","","","","","","","9431","9431","9431","1.032500022649765","1.032500022649765","1.032500022649765","18863","18863","18863","1.100000023841858","1.100000023841858","1.100000023841858","18863","18863","18863","1.087500023841858","1.087500023841858","1.087500023841858"
"2.8862275449101795","6287","6287","6287","0.3909166932106018","0.3909166932106018","0.3909166932106018","","","","","","","","","","","","","","","","","","","6287","6287","6287","1.0170834124088288","1.0170834124088288","1.0170834124088288","","","","","","","","","","","","","","","","","",""
"2.9","","","","","","","","","","","","","18994","18994","18994","0.4565000206232071","0.4565000206232071","0.4565000206232071","18994","18994","18994","0.4690000146627426","0.4690000146627426","0.4690000146627426","","","","","","","","","","","","","18994","18994","18994","1.0900000214576722","1.0900000214576722","1.0900000214576722","18994","18994","18994","1.0000000238418578","1.0000000238418578","1.0000000238418578"
"2.92","","","","","","","9562","9562","9562","0.4715000122785568","0.4715000122785568","0.4715000122785568","19125","19125","19125","0.4640000224113464","0.4640000224113464","0.4640000224113464","19125","19125","19125","0.46025002002716064","0.46025002002716064","0.46025002002716064","","","","","","","9562","9562","9562","1.0725000143051147","1.0725000143051147","1.0725000143051147","19125","19125","19125","1.0900000214576722","1.0900000214576722","1.0900000214576722","19125","19125","19125","1.0900000214576722","1.0900000214576722","1.0900000214576722"
"2.94","","","","","","","","","","","","","19256","19256","19256","0.3947500228881836","0.3947500228881836","0.3947500228881836","19256","19256","19256","0.3735000193119049","0.3735000193119049","0.3735000193119049","","","","","","","","","","","","","19256","19256","19256","1.0812500238418579","1.0812500238418579","1.0812500238418579","19256","19256","19256","1.0500000238418579","1.0500000238418579","1.0500000238418579"
"2.946107784431138","6418","6418","6418","0.3950833588838577","0.3950833588838577","0.3950833588838577","","","","","","","","","","","","","","","","","","","6418","6418","6418","1.0020833969116212","1.0020833969116212","1.0020833969116212","","","","","","","","","","","","","","","","","",""
